batch,instance,budget,completion_rows,method,result,seed,seconds,objective,source,timing_basis,wall_seconds,cloud_excluded_seconds
cim_active_20260923_184108,2019-03-11_N16_C4,600.0,vehicle,exact,2019-03-11_N16_C4_exact_r0.json,0,225.00367659999756,66.0,rmp_integer,bp_active_excluding_cloud_call,225.00367859999824,0.0
cim_active_20260923_184108,2019-03-11_N16_C4,600.0,vehicle,exact,2019-03-11_N16_C4_exact_r0.json,0,342.15436670000054,63.0,rmp_integer,bp_active_excluding_cloud_call,342.15436889999546,0.0
cim_active_20260923_184108,2019-03-11_N16_C4,600.0,vehicle,qaia_tuned,2019-03-11_N16_C4_qaia_tuned_s1.json,1,2.1741859999965527,76.0,restricted_mip,bp_active_excluding_cloud_call,2.1741881999987527,0.0
cim_active_20260923_184108,2019-03-11_N16_C4,600.0,vehicle,qaia_tuned,2019-03-11_N16_C4_qaia_tuned_s1.json,1,31.30738030000066,75.0,rmp_integer,bp_active_excluding_cloud_call,31.307382200000575,0.0
cim_active_20260923_184108,2019-03-11_N16_C4,600.0,vehicle,qaia_tuned,2019-03-11_N16_C4_qaia_tuned_s1.json,1,48.48674819999724,74.0,rmp_integer,bp_active_excluding_cloud_call,48.48675010000443,0.0
cim_active_20260923_184108,2019-03-11_N16_C4,600.0,vehicle,qaia_tuned,2019-03-11_N16_C4_qaia_tuned_s1.json,1,56.666132699996524,69.0,rmp_integer,bp_active_excluding_cloud_call,56.66613430000143,0.0
cim_active_20260923_184108,2019-03-11_N16_C4,600.0,vehicle,qaia_tuned,2019-03-11_N16_C4_qaia_tuned_s1.json,1,71.79843529999926,67.0,rmp_integer,bp_active_excluding_cloud_call,71.79843719999917,0.0
cim_active_20260923_184108,2019-03-11_N16_C4,600.0,vehicle,qaia_tuned,2019-03-11_N16_C4_qaia_tuned_s1.json,1,524.9455552,65.0,rmp_integer,bp_active_excluding_cloud_call,524.9455572000006,0.0
cim_active_20260923_184108,2019-03-11_N16_C4,600.0,vehicle,cim,2019-03-11_N16_C4_cim_s1.json,1,9.189949599996908,74.0,restricted_mip,bp_active_excluding_cloud_call,197.49293580000085,188.3029843999975
cim_active_20260923_184108,2019-03-11_N16_C4,600.0,vehicle,cim,2019-03-11_N16_C4_cim_s1.json,1,54.654497399998945,68.0,rmp_integer,bp_active_excluding_cloud_call,242.9574836000029,188.3029843999975
cim_active_20260923_184108,2019-03-11_N16_C4,600.0,vehicle,cim,2019-03-11_N16_C4_cim_s1.json,1,244.80632360000163,67.0,rmp_integer,bp_active_excluding_cloud_call,433.1093097000048,188.3029843999975
