batch,instance,budget,completion_rows,checkpoint,method,runs,feasible,feasible_rate,median_all,median_conditional,reference_optimum
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,1.0,exact,3,0,0.0,,,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,compact,1,1,1.0,55.0,55.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,qaia_50_4,3,3,1.0,70.0,70.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,qaia_200_10,3,3,1.0,74.0,74.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,greedy_4,3,3,1.0,72.0,72.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,greedy_10,3,3,1.0,68.0,68.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,exact,3,0,0.0,,,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,compact,1,1,1.0,55.0,55.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,qaia_50_4,3,3,1.0,65.0,65.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,qaia_200_10,3,3,1.0,72.0,72.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,greedy_4,3,3,1.0,64.0,64.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,greedy_10,3,3,1.0,61.0,61.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,exact,3,3,1.0,64.0,64.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,compact,1,1,1.0,55.0,55.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,qaia_50_4,3,3,1.0,64.0,64.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,qaia_200_10,3,3,1.0,64.0,64.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,greedy_4,3,3,1.0,62.0,62.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,greedy_10,3,3,1.0,60.0,60.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,exact,3,3,1.0,62.0,62.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,compact,1,1,1.0,55.0,55.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,qaia_50_4,3,3,1.0,56.0,56.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,qaia_200_10,3,3,1.0,60.0,60.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,greedy_4,3,3,1.0,62.0,62.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,greedy_10,3,3,1.0,60.0,60.0,55.0
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,exact,3,3,1.0,62.0,62.0,55.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,compact,1,1,1.0,56.0,56.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,qaia_50_4,3,0,0.0,,,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,qaia_200_10,3,0,0.0,,,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,greedy_4,3,0,0.0,,,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,greedy_10,3,0,0.0,,,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,exact,3,0,0.0,,,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,compact,1,1,1.0,56.0,56.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,qaia_50_4,3,3,1.0,80.0,80.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,qaia_200_10,3,3,1.0,75.0,75.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,greedy_4,3,3,1.0,72.0,72.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,greedy_10,3,3,1.0,70.0,70.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,exact,3,3,1.0,72.0,72.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,compact,1,1,1.0,56.0,56.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,qaia_50_4,3,3,1.0,73.0,73.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,qaia_200_10,3,3,1.0,72.0,72.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,greedy_4,3,3,1.0,72.0,72.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,greedy_10,3,3,1.0,70.0,70.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,exact,3,3,1.0,72.0,72.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,compact,1,1,1.0,56.0,56.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,qaia_50_4,3,3,1.0,73.0,73.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,qaia_200_10,3,3,1.0,72.0,72.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,greedy_4,3,3,1.0,72.0,72.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,greedy_10,3,3,1.0,70.0,70.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,exact,3,3,1.0,72.0,72.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,compact,1,1,1.0,56.0,56.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,qaia_50_4,3,3,1.0,73.0,73.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,qaia_200_10,3,3,1.0,72.0,72.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,greedy_4,3,3,1.0,72.0,72.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,greedy_10,3,3,1.0,70.0,70.0,56.0
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,exact,3,3,1.0,72.0,72.0,56.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,compact,1,1,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,qaia_50_4,3,0,0.0,,,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,qaia_200_10,3,3,1.0,87.0,87.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,greedy_4,3,3,1.0,72.0,72.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,greedy_10,3,2,0.6666666666666666,,76.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,exact,3,0,0.0,,,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,compact,1,1,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,qaia_50_4,3,3,1.0,73.0,73.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,qaia_200_10,3,3,1.0,74.0,74.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,greedy_4,3,3,1.0,71.0,71.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,greedy_10,3,3,1.0,68.0,68.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,exact,3,3,1.0,74.0,74.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,compact,1,1,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,qaia_50_4,3,3,1.0,73.0,73.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,qaia_200_10,3,3,1.0,70.0,70.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,greedy_4,3,3,1.0,69.0,69.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,greedy_10,3,3,1.0,67.0,67.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,exact,3,3,1.0,74.0,74.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,compact,1,1,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,qaia_50_4,3,3,1.0,59.0,59.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,qaia_200_10,3,3,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,greedy_4,3,3,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,greedy_10,3,3,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,exact,3,3,1.0,70.0,70.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,compact,1,1,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,qaia_50_4,3,3,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,qaia_200_10,3,3,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,greedy_4,3,3,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,greedy_10,3,3,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,exact,3,3,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,compact,1,1,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,qaia_50_4,3,3,1.0,73.0,73.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,qaia_200_10,3,3,1.0,87.0,87.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,greedy_4,3,2,0.6666666666666666,,73.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,greedy_10,3,1,0.3333333333333333,,74.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,exact,3,3,1.0,87.0,87.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,compact,1,1,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,qaia_50_4,3,3,1.0,73.0,73.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,qaia_200_10,3,3,1.0,70.0,70.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,greedy_4,3,3,1.0,70.0,70.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,greedy_10,3,3,1.0,71.0,71.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,exact,3,3,1.0,74.0,74.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,compact,1,1,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,qaia_50_4,3,3,1.0,73.0,73.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,qaia_200_10,3,3,1.0,69.0,69.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,greedy_4,3,3,1.0,70.0,70.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,greedy_10,3,3,1.0,71.0,71.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,exact,3,3,1.0,74.0,74.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,compact,1,1,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,qaia_50_4,3,3,1.0,73.0,73.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,qaia_200_10,3,3,1.0,65.0,65.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,greedy_4,3,3,1.0,70.0,70.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,greedy_10,3,3,1.0,70.0,70.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,exact,3,3,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,compact,1,1,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,qaia_50_4,3,3,1.0,63.0,63.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,qaia_200_10,3,3,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,greedy_4,3,3,1.0,61.0,61.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,greedy_10,3,3,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,exact,3,3,1.0,58.0,58.0,58.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,compact,1,1,1.0,60.0,60.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,qaia_50_4,3,0,0.0,,,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,qaia_200_10,3,0,0.0,,,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,greedy_4,3,0,0.0,,,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,greedy_10,3,1,0.3333333333333333,,76.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,exact,3,0,0.0,,,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,compact,1,1,1.0,60.0,60.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,qaia_50_4,3,3,1.0,73.0,73.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,qaia_200_10,3,3,1.0,73.0,73.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,greedy_4,3,3,1.0,73.0,73.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,greedy_10,3,3,1.0,75.0,75.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,exact,3,3,1.0,76.0,76.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,compact,1,1,1.0,60.0,60.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,qaia_50_4,3,3,1.0,73.0,73.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,qaia_200_10,3,3,1.0,73.0,73.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,greedy_4,3,3,1.0,73.0,73.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,greedy_10,3,3,1.0,75.0,75.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,exact,3,3,1.0,76.0,76.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,compact,1,1,1.0,60.0,60.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,qaia_50_4,3,3,1.0,73.0,73.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,qaia_200_10,3,3,1.0,73.0,73.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,greedy_4,3,3,1.0,73.0,73.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,greedy_10,3,3,1.0,75.0,75.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,exact,3,3,1.0,76.0,76.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,compact,1,1,1.0,60.0,60.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,qaia_50_4,3,3,1.0,73.0,73.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,qaia_200_10,3,3,1.0,73.0,73.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,greedy_4,3,3,1.0,73.0,73.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,greedy_10,3,3,1.0,75.0,75.0,60.0
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,exact,3,3,1.0,76.0,76.0,60.0
