batch,instance,budget,completion_rows,checkpoint,method,seed,exact_repeat,method_objective,exact_objective,delta_vs_exact,outcome
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,30.0,greedy_10,1,1,58.0,66.0,-8.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,30.0,greedy_10,2,2,59.0,66.0,-7.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,60.0,qaia_50_4,0,0,61.0,66.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,60.0,qaia_50_4,1,1,61.0,66.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,60.0,qaia_50_4,2,2,61.0,66.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,60.0,qaia_200_10,0,0,56.0,66.0,-10.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,60.0,qaia_200_10,1,1,57.0,66.0,-9.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,60.0,qaia_200_10,2,2,56.0,66.0,-10.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,60.0,greedy_4,0,0,56.0,66.0,-10.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,60.0,greedy_4,1,1,58.0,66.0,-8.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,60.0,greedy_4,2,2,59.0,66.0,-7.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,60.0,greedy_10,0,0,57.0,66.0,-9.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,60.0,greedy_10,1,1,58.0,66.0,-8.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,60.0,greedy_10,2,2,59.0,66.0,-7.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,120.0,qaia_50_4,0,0,59.0,66.0,-7.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,120.0,qaia_50_4,1,1,59.0,66.0,-7.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,120.0,qaia_50_4,2,2,61.0,66.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,120.0,qaia_200_10,0,0,56.0,66.0,-10.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,120.0,qaia_200_10,1,1,56.0,66.0,-10.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,120.0,qaia_200_10,2,2,56.0,66.0,-10.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,120.0,greedy_4,0,0,55.0,66.0,-11.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,120.0,greedy_4,1,1,58.0,66.0,-8.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,120.0,greedy_4,2,2,59.0,66.0,-7.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,120.0,greedy_10,0,0,57.0,66.0,-9.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,120.0,greedy_10,1,1,58.0,66.0,-8.0,method
acn_scale_v4_grid,2019-03-06_N16_C4,120.0,vehicle,120.0,greedy_10,2,2,59.0,66.0,-7.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,1.0,qaia_50_4,0,0,,76.0,,exact_only
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,1.0,qaia_50_4,1,1,,76.0,,exact_only
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,1.0,qaia_50_4,2,2,,76.0,,exact_only
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,1.0,qaia_200_10,0,0,,76.0,,exact_only
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,1.0,qaia_200_10,1,1,,76.0,,exact_only
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,1.0,qaia_200_10,2,2,,76.0,,exact_only
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,1.0,greedy_4,0,0,,76.0,,exact_only
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,1.0,greedy_4,1,1,69.0,76.0,-7.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,1.0,greedy_4,2,2,,76.0,,exact_only
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,1.0,greedy_10,0,0,71.0,76.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,1.0,greedy_10,1,1,,76.0,,exact_only
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,1.0,greedy_10,2,2,64.0,76.0,-12.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,10.0,qaia_50_4,0,0,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,10.0,qaia_50_4,1,1,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,10.0,qaia_50_4,2,2,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,10.0,qaia_200_10,0,0,63.0,61.0,2.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,10.0,qaia_200_10,1,1,71.0,61.0,10.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,10.0,qaia_200_10,2,2,64.0,61.0,3.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,10.0,greedy_4,0,0,62.0,61.0,1.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,10.0,greedy_4,1,1,61.0,61.0,0.0,tie
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,10.0,greedy_4,2,2,65.0,61.0,4.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,10.0,greedy_10,0,0,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,10.0,greedy_10,1,1,61.0,61.0,0.0,tie
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,10.0,greedy_10,2,2,64.0,61.0,3.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,30.0,qaia_50_4,0,0,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,30.0,qaia_50_4,1,1,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,30.0,qaia_50_4,2,2,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,30.0,qaia_200_10,0,0,63.0,61.0,2.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,30.0,qaia_200_10,1,1,71.0,61.0,10.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,30.0,qaia_200_10,2,2,64.0,61.0,3.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,30.0,greedy_4,0,0,62.0,61.0,1.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,30.0,greedy_4,1,1,61.0,61.0,0.0,tie
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,30.0,greedy_4,2,2,65.0,61.0,4.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,30.0,greedy_10,0,0,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,30.0,greedy_10,1,1,61.0,61.0,0.0,tie
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,30.0,greedy_10,2,2,64.0,61.0,3.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,60.0,qaia_50_4,0,0,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,60.0,qaia_50_4,1,1,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,60.0,qaia_50_4,2,2,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,60.0,qaia_200_10,0,0,63.0,61.0,2.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,60.0,qaia_200_10,1,1,71.0,61.0,10.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,60.0,qaia_200_10,2,2,64.0,61.0,3.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,60.0,greedy_4,0,0,62.0,61.0,1.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,60.0,greedy_4,1,1,61.0,61.0,0.0,tie
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,60.0,greedy_4,2,2,65.0,61.0,4.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,60.0,greedy_10,0,0,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,60.0,greedy_10,1,1,61.0,61.0,0.0,tie
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,60.0,greedy_10,2,2,64.0,61.0,3.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,120.0,qaia_50_4,0,0,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,120.0,qaia_50_4,1,1,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,120.0,qaia_50_4,2,2,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,120.0,qaia_200_10,0,0,63.0,61.0,2.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,120.0,qaia_200_10,1,1,71.0,61.0,10.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,120.0,qaia_200_10,2,2,64.0,61.0,3.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,120.0,greedy_4,0,0,62.0,61.0,1.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,120.0,greedy_4,1,1,61.0,61.0,0.0,tie
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,120.0,greedy_4,2,2,65.0,61.0,4.0,exact
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,120.0,greedy_10,0,0,59.0,61.0,-2.0,method
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,120.0,greedy_10,1,1,61.0,61.0,0.0,tie
acn_scale_v4_grid,2019-03-06_N20_C5,120.0,vehicle,120.0,greedy_10,2,2,64.0,61.0,3.0,exact
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,1.0,qaia_50_4,0,0,,71.0,,exact_only
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,1.0,qaia_50_4,1,1,,71.0,,exact_only
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,1.0,qaia_50_4,2,2,,71.0,,exact_only
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,1.0,qaia_200_10,0,0,,71.0,,exact_only
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,1.0,qaia_200_10,1,1,,71.0,,exact_only
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,1.0,qaia_200_10,2,2,,71.0,,exact_only
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,1.0,greedy_4,0,0,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,1.0,greedy_4,1,1,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,1.0,greedy_4,2,2,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,1.0,greedy_10,0,0,67.0,71.0,-4.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,1.0,greedy_10,1,1,71.0,71.0,0.0,tie
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,1.0,greedy_10,2,2,68.0,71.0,-3.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,10.0,qaia_50_4,0,0,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,10.0,qaia_50_4,1,1,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,10.0,qaia_50_4,2,2,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,10.0,qaia_200_10,0,0,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,10.0,qaia_200_10,1,1,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,10.0,qaia_200_10,2,2,71.0,71.0,0.0,tie
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,10.0,greedy_4,0,0,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,10.0,greedy_4,1,1,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,10.0,greedy_4,2,2,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,10.0,greedy_10,0,0,67.0,71.0,-4.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,10.0,greedy_10,1,1,71.0,71.0,0.0,tie
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,10.0,greedy_10,2,2,68.0,71.0,-3.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,30.0,qaia_50_4,0,0,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,30.0,qaia_50_4,1,1,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,30.0,qaia_50_4,2,2,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,30.0,qaia_200_10,0,0,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,30.0,qaia_200_10,1,1,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,30.0,qaia_200_10,2,2,71.0,71.0,0.0,tie
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,30.0,greedy_4,0,0,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,30.0,greedy_4,1,1,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,30.0,greedy_4,2,2,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,30.0,greedy_10,0,0,67.0,71.0,-4.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,30.0,greedy_10,1,1,71.0,71.0,0.0,tie
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,30.0,greedy_10,2,2,68.0,71.0,-3.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,60.0,qaia_50_4,0,0,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,60.0,qaia_50_4,1,1,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,60.0,qaia_50_4,2,2,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,60.0,qaia_200_10,0,0,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,60.0,qaia_200_10,1,1,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,60.0,qaia_200_10,2,2,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,60.0,greedy_4,0,0,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,60.0,greedy_4,1,1,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,60.0,greedy_4,2,2,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,60.0,greedy_10,0,0,67.0,71.0,-4.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,60.0,greedy_10,1,1,71.0,71.0,0.0,tie
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,60.0,greedy_10,2,2,68.0,71.0,-3.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,120.0,qaia_50_4,0,0,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,120.0,qaia_50_4,1,1,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,120.0,qaia_50_4,2,2,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,120.0,qaia_200_10,0,0,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,120.0,qaia_200_10,1,1,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,120.0,qaia_200_10,2,2,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,120.0,greedy_4,0,0,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,120.0,greedy_4,1,1,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,120.0,greedy_4,2,2,66.0,71.0,-5.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,120.0,greedy_10,0,0,67.0,71.0,-4.0,method
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,120.0,greedy_10,1,1,71.0,71.0,0.0,tie
acn_scale_v4_grid,2019-03-06_N24_C6,120.0,vehicle,120.0,greedy_10,2,2,68.0,71.0,-3.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,1.0,qaia_50_4,0,0,,,,both_missing
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,1.0,qaia_50_4,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,1.0,qaia_50_4,2,2,,,,both_missing
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,1.0,qaia_200_10,0,0,,,,both_missing
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,1.0,qaia_200_10,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,1.0,qaia_200_10,2,2,,,,both_missing
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,1.0,greedy_4,0,0,,,,both_missing
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,1.0,greedy_4,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,1.0,greedy_4,2,2,72.0,,,method_only
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,1.0,greedy_10,0,0,,,,both_missing
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,1.0,greedy_10,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,1.0,greedy_10,2,2,72.0,,,method_only
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,10.0,qaia_50_4,0,0,68.0,65.0,3.0,exact
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,10.0,qaia_50_4,1,1,68.0,65.0,3.0,exact
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,10.0,qaia_50_4,2,2,70.0,65.0,5.0,exact
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,10.0,qaia_200_10,0,0,68.0,65.0,3.0,exact
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,10.0,qaia_200_10,1,1,68.0,65.0,3.0,exact
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,10.0,qaia_200_10,2,2,68.0,65.0,3.0,exact
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,10.0,greedy_4,0,0,63.0,65.0,-2.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,10.0,greedy_4,1,1,63.0,65.0,-2.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,10.0,greedy_4,2,2,62.0,65.0,-3.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,10.0,greedy_10,0,0,65.0,65.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,10.0,greedy_10,1,1,62.0,65.0,-3.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,10.0,greedy_10,2,2,65.0,65.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,30.0,qaia_50_4,0,0,61.0,59.0,2.0,exact
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,30.0,qaia_50_4,1,1,59.0,59.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,30.0,qaia_50_4,2,2,58.0,59.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,30.0,qaia_200_10,0,0,63.0,59.0,4.0,exact
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,30.0,qaia_200_10,1,1,63.0,59.0,4.0,exact
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,30.0,qaia_200_10,2,2,66.0,59.0,7.0,exact
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,30.0,greedy_4,0,0,58.0,59.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,30.0,greedy_4,1,1,58.0,59.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,30.0,greedy_4,2,2,58.0,59.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,30.0,greedy_10,0,0,57.0,59.0,-2.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,30.0,greedy_10,1,1,57.0,59.0,-2.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,30.0,greedy_10,2,2,58.0,59.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,60.0,qaia_50_4,0,0,57.0,58.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,60.0,qaia_50_4,1,1,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,60.0,qaia_50_4,2,2,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,60.0,qaia_200_10,0,0,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,60.0,qaia_200_10,1,1,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,60.0,qaia_200_10,2,2,57.0,58.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,60.0,greedy_4,0,0,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,60.0,greedy_4,1,1,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,60.0,greedy_4,2,2,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,60.0,greedy_10,0,0,57.0,58.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,60.0,greedy_10,1,1,57.0,58.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,60.0,greedy_10,2,2,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,120.0,qaia_50_4,0,0,57.0,58.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,120.0,qaia_50_4,1,1,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,120.0,qaia_50_4,2,2,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,120.0,qaia_200_10,0,0,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,120.0,qaia_200_10,1,1,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,120.0,qaia_200_10,2,2,57.0,58.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,120.0,greedy_4,0,0,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,120.0,greedy_4,1,1,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,120.0,greedy_4,2,2,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,120.0,greedy_10,0,0,57.0,58.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,120.0,greedy_10,1,1,57.0,58.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N16_C4,120.0,vehicle,120.0,greedy_10,2,2,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,1.0,qaia_50_4,0,0,,,,both_missing
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,1.0,qaia_50_4,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,1.0,qaia_50_4,2,2,,,,both_missing
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,1.0,qaia_200_10,0,0,,,,both_missing
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,1.0,qaia_200_10,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,1.0,qaia_200_10,2,2,,,,both_missing
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,1.0,greedy_4,0,0,74.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,1.0,greedy_4,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,1.0,greedy_4,2,2,74.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,1.0,greedy_10,0,0,74.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,1.0,greedy_10,1,1,74.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,1.0,greedy_10,2,2,74.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,qaia_50_4,0,0,70.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,qaia_50_4,1,1,70.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,qaia_50_4,2,2,72.0,,,method_only
